id,title,fulltitle,thumbnail,description,duration,view_count,like_count,average_rating,comment_count,channel_id,channel,channel_follower_count,uploader,uploader_id,availability,live_status,is_live,was_live,age_limit,_has_drm,_type,whisper_lang,whisper_probability,accessible_in_youtube_music,related_to,release_year,upload_date,categories,tags,chapters,automatic_captions,subtitles,release_date,album,artist,track
iOBQY-3vh0w,EEUU  el Pentágono interviene en Irak BUSCA fortalecer su base en Oriente,EEUU  el Pentágono interviene en Irak BUSCA fortalecer su base en Oriente,https://i.ytimg.com/vi/iOBQY-3vh0w/maxresdefault.jpg,"¡HAGAMOS NEGOCIOS! SUSCRÍBETE AL CANAL Y FORMA PARTE START UP DEL NEGOCIO WIFI 5G DE iTCOmmMedi@  SIN INVERTIR CASI NADA PARA QUE INICIES TU PROPIO NEGOCIO VIRTUAL EN UN MUNDO REAL...
Mediante un simple contrato con iTCommMedi@ puedes vender servicios móviles personales, residenciales y de negocios en tu comunidad. SEÑAL WIFI 5G  la cual no debe confundirse con TELEFONÍA 5G. ¡Infórmate! La Inteligencia artificial (IA) es la nueva opción de desarrollar GRANDES NEGOCIOS con solo un teléfono inteligente o una laptop.

EN TODO LATINOAMÉRICA

Solo contacta al WhatsApp +50431940777  o visita nuestro sitio web para mayor información personalizada. 

https://www.itcommmedia.com

iTCM Group  EXPLORA NUESTRO MENÚ DE OPCIONES
Conoce todo sobre inversiones en acciones tecnológicas. 

VISITA NUESTRO PORTAL EN FACEBOOK Y REGÁLANOS UN ME GUSTA.
https://www.facebook.com/iTCMGroup",65,15,1,,,UCWhDLIbm-Y_rx1iVsO7u5hw,NCVNTV,10700,NCVNTV,@ncvntv5g,public,not_live,False,False,0,,video,es,0.9998,TRUE,0,2024,1/5/2024,News & Politics,"[""#revoluci\u00f3n"", ""#protestas"", ""#Armasnucleares"", ""#OTAN"", ""#ConsejodeSeguridaddelaONU"", ""#misiles"", ""#5G"", ""#GUERRAENUCRANIA"", ""#Petr\u00f3leo"", ""#Gasruso"", ""#Bitcoin"", ""#Criptomoneda"", ""#Armasqu\u00edmicas"", ""#Tech"", ""#QAnon"", ""#app"", ""#viral"", ""#INVASI\u00d3NAUCRANIA"", ""#CONTRAOFENSIVA"", ""#PNP"", ""#DDHH"", ""#NoM\u00e1sMuertosPorProtestar"", ""#MarchaNacional#22J"", ""#VocesComunitariasC.c."", ""#IsraelTerrorists"", ""#FreePalestine"", ""#Gaza_under_attack"", ""#FreeGaza"", ""#IsraelPalestineWarpic"", ""#ONU"", ""#HAMAS"", ""#GAZA"", ""#PALESTINA"", ""#JavierMilei"", ""#Liertarios"", ""#Debate"", ""#CacerolazoContraMilei"", ""#CacerolazoNacional"", ""#LaPlata""]",null,"[""es-orig""]",[],20240105,,,
hkAFx-ZD9Cg,Princess baby 🥰👸 #shorts #ytshorts #short,Princess baby 🥰👸 #shorts #ytshorts #short,https://i.ytimg.com/vi/hkAFx-ZD9Cg/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYZSBUKEgwDw==&rs=AOn4CLAtBdzTnn-K3NII3k_1SrfQrjYndA,Princess baby 🥰👸 #shorts #ytshorts #short #faisikhanworld,14,3062,95,,1,UC6C-cnFGpkKcAcRP1Rm49pA,Faisi Khan World,1660,Faisi Khan World,@faisikhanworld,public,not_live,False,False,0,,video,es,0.8685,FALSE,0,,11/10/2023,People & Blogs,[],null,"[""es-orig""]",[],,,,
AKAdG-yro-0,Feliz Día (atrasado),Feliz Día (atrasado),https://i.ytimg.com/vi/AKAdG-yro-0/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ab4EgALABIoCDAgAEAEYZSBlKGUwDw==&rs=AOn4CLBhIrQkOmowPW2CNqRXm2nC5JrkOw,,46,5,0,,,UChdcl2BqYHqzipLlcoJ8toA,BabyYoda ,24,BabyYoda ,@SoyBabyYoda,public,not_live,False,False,0,,video,es,0.9999,FALSE,0,,5/18/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
ALRMh-zWgxI,MIS MEJORES MUSICAL.LYS - ANGELICA KITTY  T2,MIS MEJORES MUSICAL.LYS - ANGELICA KITTY  T2,https://i.ytimg.com/vi_webp/ALRMh-zWgxI/maxresdefault.webp,"ESPERO LES HAYA GUSTADO EL VIDEO SI ES ASI NO OLVIDES SUSCRIBIRTE Y DARLE LIKE.

PROXIMAMENTE; Transiciones de Musical.ly 

vlogs https://www.youtube.com/channel/UCrwk...
:suscríbete, like, comenta:
https://www.youhttps://www.youtube.co... 
sigueme en mis redes sociales

pagina de facebook  da click aqui www.facebook.com/Ang%C3%A9lic...
PAGINA DE FOTOS TUMBLR EN FACEBOOK DA CLICK AQUI  https://www.facebook.com/Youst-tumblr...
PAGINA EXTRA DA CLICK AQUI  https://www.facebook.com/Angelica-104993
INSTAGRAM DA CLICK AQUI [SOMOS 204]   https://www.instagram.com/angielovesurf/
SNAPCHAT ANGELICA KITTY
TWITTER ANGELICA KITTY
GOOGLE PLUS DA CLICK AQUI https://plus.google.com/u/0/107442727...
PINTEREST ANGELICA2005
MUSICAL.LY  angelicapatricias1

contacto angelicapatricia2005outlook.com  gmail.com
te gusta lo que ves? Ve más:
música
NONE OF THESE SONGS BELONG TO ME ALL COPYRIGHT GOES TO THE OWNERS
Q&A:
¿Cuántos años tienes?

11

¿Cuándo es tu cumpleaños?

2 de diciembre

¿Dónde vives?

zihuatanejo,mexico

Con que editas:

camptasia studio

VAMOS por los 80

somos 76 sii

xoxo angei",304,273,,,,UCg6ar6nM3D7-jtrPhlh3Ctg,Angelica Kitty,275,Angelica Kitty,@angelicakitty1292,public,not_live,False,False,0,,video,es,0.785,FALSE,0,,9/29/2017,Howto & Style,"[""MIS MEJORES MUSICAL.LYS"", ""musical.lys"", ""recopilacion"", ""ANGELICA KITTY"", ""T2"", ""Transiciones de Musical.ly"", ""MEJORES MUSICAL.LYS""]",null,[],[],,,,
JcONK-DgJ2I,"April 16, 2024","April 16, 2024",https://i.ytimg.com/vi/JcONK-DgJ2I/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYfyAlKDMwDw==&rs=AOn4CLAswsEu1-MB0zJpuP7jlqDtWHiFfw,,10,3,1,,,UCozS1ItY8ABPgC-XjCPoYjg,Anju family blog,284,Anju family blog,@anjufamilyblog8467,public,not_live,False,False,0,,video,es,0.9382,FALSE,0,,4/16/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
LggKu-tiEoc,22 de marzo de 2024,22 de marzo de 2024,https://i.ytimg.com/vi/LggKu-tiEoc/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYYSBhKGEwDw==&rs=AOn4CLDs_OE4DATCWeVEig7WcDmWTpwHpw,,10,0,0,,,UCbl1v2MM0XFxW999strkcGQ,Juan José,,Juan José,@JuanJose-sc7il,public,not_live,False,False,0,,video,es,0.9597,FALSE,0,,3/22/2024,People & Blogs,[],null,"[""it-orig""]",[],,,,
uVerF-p_Fz8,"Feid, ATL Jacob - Luna (Letra/Lyrics)","Feid, ATL Jacob - Luna (Letra/Lyrics)",https://i.ytimg.com/vi/uVerF-p_Fz8/maxresdefault.jpg,"""Lyrics:

[Intro]
Yeah, yeah, yeah
ATL Jacob, ATL Jacob

[Pre-Coro]
Te busco y no sé dónde estás, estoy buscando respuestas
¿Cuándo fue la última vez que te vi sonreír?
Te decía """"""""mi reina"""""""", te temblaban las piernas
Contigo las noches no, no eran pa' dormir
A veces lo ignoro, fumo y bebo solo
Siempre pensé que no te debiste ir
Cambiaste plata por oro, eras mi tesoro (Tesoro)

[Coro]
No supe qué día te olvidaste de mí
Y, y de mí, y, y yo de ti
No supe qué día te olvidaste de mí
Y, y de mí, y, y yo de ti
No supe qué día te olvidaste de mí
Y, y de mí, y, y de mí
No supe qué día te olvidaste de mí
Y, y de mí, y, y yo de ti, yeah, yeah

[Verso]
A veces te extraño, ma, te quiero perdonar
Bebé, me tiraste pa' la lona
Me dejaste en cero toda la estamina
No me llame' cuando te sientas sola
Bebé, yo sé que también extraña' los carro'
Hacer el amor cuando estábamo' farros, yeah
Todo era mentira cuando tú me decía': """"""""Baby, te extraño""""""""
Que duraríamos años
Baby, dolió tu engaño
Ojalá que se acabe este tema y por fin yo me olvide de ti

[Pre-Coro]
Te busco y no sé dónde estás, 'toy buscando respuestas
¿Cuándo fue la última vez que te vi sonreír?
Te decía """"""""mi reina"""""""", te temblaban las piernas

[Coro: Feid]
No supe qué día te olvidaste de mí
Y, y de mí, y, y yo de ti
No supe qué día te olvidaste de mí
Y, y de mí, y, y yo de ti
No supe qué día te olvidaste de mí
Y, y de mí, y, y de mí
No supe qué día te olvidaste de mí
Y, y de mí, y, y yo de ti
No supe qué día te olvidaste de mí

[Outro]
Yeah
Ah-ah-ah



#Feid #Luna #ATLJacob#Latin #LatinMusic #LatinPop #Pop #PopMusic #Music #Vocals #Lyrics #LyricVideo #TopHits #Hits""""""
---------------------------------------------------------
letra,latin letra,latino music,letra music latin,latin music

🔔 Activa las notificaciones para mantenerte actualizado con nuevos videos!

---------------------------------",198,10372,26,,,UC_Z5e1LVpnWXYWWlrsBUpeA,LaLa_Letra,1600,LaLa_Letra,@traoxong7198,public,not_live,False,False,0,,video,es,0.978,TRUE,0,,4/4/2024,People & Blogs,"[""Music of Latin America"", ""Electronic music"", ""letra"", ""Mix Letra"", ""latino"", ""Letras de musica""]",null,[],[],,,,
oJcNT-wAZ9g,Harlem Shake (Forever Alone Edition),Harlem Shake (Forever Alone Edition),https://i.ytimg.com/vi/oJcNT-wAZ9g/sddefault.jpg,"Не судите строго, первый опыт монтажа.",31,53,0,,,UCZv-kcbZIRXRIUugVgO_iBA,Тигран Хачатрян,1,Тигран Хачатрян,@user-wj8jt5or7o,public,not_live,False,False,0,,video,es,0.7971,FALSE,0,,3/8/2013,People & Blogs,"[""Harlemshake"", ""Foreveralone"", ""harlem shake"", ""forever alone""]",null,[],[],,,,
DVbpW-AdFA0,En llamas,En llamas,https://i.ytimg.com/vi/DVbpW-AdFA0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AH-BIAC4AOKAgwIABABGGUgSihCMA8=&rs=AOn4CLBVYYv8XmrrkffYt_XsIyTH8UZpig,,566,8,0,,,UCjoHYH1_iIw5Vo6DQKcaxAA,Jose Mariano Gonzalez,,Jose Mariano Gonzalez,@josemarianogonzalez6423,public,not_live,False,False,0,,video,es,0.9101,FALSE,0,,5/21/2013,People & Blogs,[],null,[],[],,,,
PgMdM-Bjli4,18 de noviembre de 2022,18 de noviembre de 2022,https://i.ytimg.com/vi/PgMdM-Bjli4/hq720_2.jpg?sqp=-oaymwEdCJUDENAFSFXyq4qpAw8IARUAAIhCcAHAAQbQAQE=&rs=AOn4CLD4EY_ni1c7FC0Oev5dcaa6gYynzw,,16,2,1,,,UCLGGtxwTaZEAEYM2AbNDHHQ,Alexa,,Alexa,@felixgrande2798,public,not_live,False,False,0,,video,es,0.9842,FALSE,0,,11/18/2022,People & Blogs,[],null,"[""es-orig""]",[],,,,
uYrYC-JfQAs,CITEX LEAMERICA - TESTIMONIO,CITEX LEAMERICA - TESTIMONIO,https://i.ytimg.com/vi/uYrYC-JfQAs/sddefault.jpg,"Testimonio CITEX Bolivia
Web:      http://www.citex.bo
Facebook: https://www.facebook.com/CitexBo
Twitter:  https://twitter.com/CitexBo
Blog:     http://www.citexbo.blogspot.com/
LEAMERICA, es un Sistema Avanzado de Aprendizaje Efectivo que corrige dificultades de aprendizaje, malos hábitos de estudio, desarrolla importantes  habilidades y potencializa tus capacidades. A través de  4 módulos que estimulan el aprendizaje y la aplicación de los conocimientos adquiridos, para alcanzar un alto rendimiento intelectual, académico, laboral y profesional.",68,63,0,,,UCGXaUpGh2ctoWYRtyGAB1YA,IQmax INTELIGENCIA AL MÁXIMO,67,IQmax INTELIGENCIA AL MÁXIMO,@CitexBo,public,not_live,False,False,0,,video,es,0.9997,FALSE,0,,11/6/2014,Education,"[""citex"", ""citex bolivia"", ""citex internacional"", ""citexinternacional"", ""citex virtual"", ""citexvirtual"", ""talentosparalaexcelencia"", ""lectura"", ""lectura veloz"", ""lectura rapida"", ""leame"", ""leamerica"", ""inteligencia"", ""aprendizaje efectivo"", ""metodos de estudio"", ""resumen"", ""libros"", ""comprensi\u00f3n"", ""retenci\u00f3n"", ""testimonio"", ""book"", ""booktubers""]",null,"[""es-orig""]",[],,,,
XhsQl-ezrjU,27 января 2024 г.,27 января 2024 г.,https://i.ytimg.com/vi/XhsQl-ezrjU/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYTiBlKEMwDw==&rs=AOn4CLDE8-YYMgnHJzFOyJk5F4e5SbxBCQ,,13,1,1,,,UCA5WqHojsQw2bxxQAuwCAEA,Нурбек зокиров,96,Нурбек зокиров,@user-dc8xx9lx7f,public,not_live,False,False,0,,video,es,0.9372,FALSE,0,,1/27/2024,People & Blogs,[],null,"[""es-orig""]",[],,,,
GocLz-M4SRo,Uncharted: Golden Abyss | Parte 3 | Historia Completa Español Walkthrough Gameplay Sin Comentarios,Uncharted: Golden Abyss | Parte 3 | Historia Completa Español Walkthrough Gameplay Sin Comentarios,https://i.ytimg.com/vi_webp/GocLz-M4SRo/maxresdefault.webp,"Si quieres que suba algún juego en especial, no dudes en comentarlo :D 

Recuerden dejar su like y suscribirse. :D eso me ayuda demasiado

El último Uncharted que nos faltaba por subir, y aquí lo tienen. A pesar de que no fue desarrollado por el mismo estudio, es un gran juego con unos grandes gráficos, digno de ser jugado para cualquier poseedor de una PS Vita

Suscríbete si te gusta ver las campañas de algunos videojuegos sin alguien ahí diciendo babosadas

Capturado en: Playstation Vita Slim

---REDES SOCIALES--- 

Canal Principal: https://www.youtube.com/channel/UCM0ThudU6WPw_DPb55kDHHA 
Twitch: https://www.twitch.tv/amilcorplay 
Facebook: https://www.facebook.com/SoyAmilcor/ 
Twitter: https://twitter.com/elamilcor 
 Instagram: https://www.instagram.com/elamilcor/

En este canal no esperes ver guías, ni cómo sacar todos los trofeos de un juego, los coleccionables, o el juego en modo difícil, simplemente soy Amílcor grabando las campañas de lo que juego, incluso, en algunos suelo usar glitches, bugs, potenciadores del juego, o cosas de ese tipo. Haré todo lo posible porque los juegos subidos sean capturados desde su hardware original, aunque quizá en algunos sí tenga que usar emuladores. Pásele pásele, que no vas a oír mi fea voz por ningún lado, para eso está el canal principal. 7u7",4281,1106,21,,,UCi42cGZ_QIgUtKoVWBCotjw,Amilcar Play / Walkthroughs Sin Comentarios,2540,Amilcar Play / Walkthroughs Sin Comentarios,@amilcarplay,public,not_live,False,False,0,,video,es,0.9768,FALSE,0,,8/11/2021,Entertainment,"[""uncharted"", ""uncharted movie"", ""uncharted 2021"", ""uncharted golden abyss"", ""uncharted ps vita"", ""uncharted espa\u00f1ol latino"", ""uncharted pelicula completa espa\u00f1ol latino"", ""uncharted el abismo de oro"", ""uncharted golden abyss historia completa"", ""uncharted golden abyss ps5"", ""uncharted ps5"", ""uncharted historia completa"", ""nathan drake"", ""uncharted ps vita historia completa"", ""uncharted golden abyss historia en espa\u00f1ol latino"", ""uncharted el abismo de oro parte 1"", ""uncharted golden abyss ps vita"", ""uncharted 5""]",null,"[""es-orig""]",[],,,,
Lodqg-ZRypU,Griser Nsr - Corazón (ESTRENO VIERNES 3 DE FEBRERO),Griser Nsr - Corazón (ESTRENO VIERNES 3 DE FEBRERO),https://i.ytimg.com/vi/Lodqg-ZRypU/maxresdefault.jpg,Griser Nsr - Corazón (ESTRENO VIERNES 3 DE FEBRERO),42,1049,74,,7,UCgX4dAUDdplugPdcQBU1q9w,Nsr Company,15300,Nsr Company,@nsrcompany4517,public,not_live,False,False,0,,video,es,0.9896,TRUE,0,,1/31/2023,Music,"[""griser"", ""griser nsr"", ""griser 2021"", ""nsr company"", ""la manada"", ""nsr"", ""rap romantico"", ""rap desamor"", ""rap triste"", ""griser nuevo"", ""GRISER NSR 2023"", ""MUSA"", ""CORAZON"", ""RAP DESAMOR"", ""RAP TRISTE"", ""GRISER NSR 2022"", ""LA MANADA"", ""RAP PARA DEDICAR"", ""LO MAS NUEVO RAP"", ""RAP MEXICANO"", ""LATINOAMERICA"", ""CANADA""]",null,"[""es-orig""]",[],,,,
pgMdm-Yqu5s,Larin nunca abandones a tus padres,Larin nunca abandones a tus padres,https://i.ytimg.com/vi/pgMdm-Yqu5s/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4Ac4FgAKACooCDAgAEAEYciBUKDowDw==&rs=AOn4CLBw-sOhiRPxw_wa9U4ywWYFsPyDLA,,15,8,0,,,UCUeJhtshn6ipcVhJhFCTbTA,Jhon Guerrero10,79,Jhon Guerrero10,@jhonguerrero6549,public,not_live,False,False,0,,video,es,0.9815,FALSE,0,,10/3/2023,People & Blogs,[],null,"[""es-orig""]",[],,,,
tbxCc-kv1oY,Scar,Scar,https://i.ytimg.com/vi/tbxCc-kv1oY/hqdefault.jpg,,28,14,2,,1,UCEf8vry6Qe_-wlRQYsB6qlw,el xupa,52,el xupa,@aventurasdebenja9700,public,not_live,False,False,0,,video,es,0.9869,FALSE,0,,10/18/2019,Gaming,"[""#PS4share"", ""PlayStation 4"", ""Sony Interactive Entertainment"", ""Fortnite"", ""benjaesca1234""]",null,"[""es-orig""]",[],,,,
DiRfL-7aVvg,avisando de el seguimento de las obras del camp nou 7 de junio,avisando de el seguimento de las obras del camp nou 7 de junio,https://i.ytimg.com/vi/DiRfL-7aVvg/maxresdefault.jpg,,19,1208,44,,3,UCPL-0bztBnGBeaRW4dlNzqg,Enric culé,1550,Enric culé,@enricculer,public,not_live,False,False,0,,video,es,0.9086,FALSE,0,,6/7/2023,People & Blogs,[],null,"[""es-orig""]",[],,,,
pRmNw-QJ9Gk,Hdubo,Hdubo,https://i.ytimg.com/vi/pRmNw-QJ9Gk/hq720_2.jpg?sqp=-oaymwEdCJYDENAFSFXyq4qpAw8IARUAAIhCcAHAAQbQAQE=&rs=AOn4CLDTMipjzVyMMS2T-4RlsuVubUP_xQ,"Fyg
V
Fyg.",15,1,0,,,UCV0j43LDLc9i-MAqojhOlBQ,Chandresh Kumar,1,Chandresh Kumar,@chandreshkumar2606,public,not_live,False,False,0,,video,es,0.7836,FALSE,0,,8/17/2018,People & Blogs,[],null,[],[],,,,
lrSJJ-48SA0,Transmisión de PS4 en vivo de danielociruelo,Transmisión de PS4 en vivo de danielociruelo,https://i.ytimg.com/vi/lrSJJ-48SA0/maxresdefault.jpg,,3878,1,0,,,UCrLalBEBbafAguAfjfoC1Ww,Daniel Gavilan,3,Daniel Gavilan,@danielgavilan7189,public,was_live,False,True,0,,video,es,0.948,FALSE,0,2022,3/9/2022,Gaming,"[""#PS4Live"", ""PlayStation 4"", ""Sony Interactive Entertainment"", ""Tom Clancy's The Division\u2122""]",null,[],[],20220308,,,
OCDlS-_nUcU,Game Over 2,Game Over 2,https://i.ytimg.com/vi/OCDlS-_nUcU/hqdefault.jpg,Se comprometen Fer y bere,151,142,0,,,UCo2srParGt---QUJS1yN-XA,Alain Chenoweth Carrillo,27,Alain Chenoweth Carrillo,@AlainChenowethCarrillo,public,not_live,False,False,0,,video,es,0.8774,FALSE,0,,1/24/2011,People & Blogs,"[""Fernando"", ""Berenice"", ""Matrimonio"", ""Pedida"", ""Game"", ""Over""]",null,"[""id-orig""]",[],,,,
FicPi-MNG_Q,Fut champions,Fut champions,https://i.ytimg.com/vi/FicPi-MNG_Q/maxresdefault.jpg,,9298,8,1,,,UCw2LRPHrz5LFqhjBULMVgWQ,camilo cisternas,8,camilo cisternas,@camilocisternas4379,public,was_live,False,True,0,,video,es,0.9489,FALSE,0,2020,7/20/2020,Gaming,"[""#PS4Live"", ""PlayStation 4"", ""Sony Interactive Entertainment"", ""FIFA 20""]",null,"[""es-orig""]","[""live_chat""]",20200720,,,
hxXRS-x_46U,CANASINTRAAa,CANASINTRAAa,https://i.ytimg.com/vi/hxXRS-x_46U/sddefault.jpg,,126,0,0,,,UCrWXG2noas9mzUR-Kso6jfg,Presencia.MX,8860,Presencia.MX,@presenciatv,public,not_live,False,False,0,,video,es,1,FALSE,0,,8/24/2010,People & Blogs,"[""CANASINTRAAa""]",null,[],[],,,,
XGnco-UK6QU,VÍDEO MACROECONOMÍA parte 3,VÍDEO MACROECONOMÍA parte 3,https://i.ytimg.com/vi/XGnco-UK6QU/maxresdefault.jpg,,240,14,0,,,UC5ubSjWCRqSga-1ujvFrm6w,Hugo Mateo Linares,,Hugo Mateo Linares,@hugomateolinares89,public,not_live,False,False,0,,video,es,0.9974,FALSE,0,,12/10/2022,People & Blogs,[],null,"[""es-orig""]",[],,,,
HzZNM-vuBKs,No,No,https://i.ytimg.com/vi_webp/HzZNM-vuBKs/maxresdefault.webp,Tw,95,13,0,,,UCMOUb2e2ztitVtColmjcFcQ,los videos de thiago Apeño,1,los videos de thiago Apeño,@losvideosdethiagoapeno2734,public,not_live,False,False,0,,video,es,0.9019,FALSE,0,,4/3/2019,People & Blogs,[],null,"[""es-orig""]",[],,,,
AzlKq-LLeCE,karlys anais mesa gomez,karlys anais mesa gomez,https://i.ytimg.com/vi/AzlKq-LLeCE/sddefault.jpg,karlys,39,39,1,,,UCr-JlUFqSfcJsdVLQy1Akdg,Keldys Mesa,20,Keldys Mesa,@keldys,public,not_live,False,False,0,,video,es,0.7863,FALSE,0,,12/23/2013,Music,"[""karlys""]",null,[],[],,,,
asmzC-NB2VE,[ETA]Partida cualquiera [ETA]Chewbacca,[ETA]Partida cualquiera [ETA]Chewbacca,https://i.ytimg.com/vi/asmzC-NB2VE/maxresdefault.jpg,,642,133,4,,,UCiWRTLR0wKSkz9dLAIbIJ7g,Chewbee,63,Chewbee,@chewbee8448,public,not_live,False,False,0,,video,es,0.8074,FALSE,0,,8/11/2014,People & Blogs,"[""BFP4F"", ""battlefield play4free"", ""battlefieldplay4free"", ""battlefieldp4f"", ""[ETA]"", ""ETAclan""]",null,"[""es-orig""]",[],,,,
mXoCb-cQK0k,FREE FIRE RANDOM TIK TOK 4,FREE FIRE RANDOM TIK TOK 4,https://i.ytimg.com/vi/mXoCb-cQK0k/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AHUBoAC4AOKAgwIABABGFUgZSgyMA8=&rs=AOn4CLCR45VQsEXb13iX_oYVPhmyTyU-sA,,43,137,19,,5,UCypNiXJyz6TzbuyZQ5MbgtA,Jovas Vega,2820,Jovas Vega,@jovasvega719,public,not_live,False,False,0,,video,es,0.9949,FALSE,0,,1/30/2021,Gaming,[],null,"[""es-orig""]",[],,,,
vhvMC-yBw_E,El paracaídas de la muerte | #twitch #mariló #marbellavice #gta #roleplay #marbella,El paracaídas de la muerte | #twitch #mariló #marbellavice #gta #roleplay #marbella,https://i.ytimg.com/vi/vhvMC-yBw_E/sd2.jpg?sqp=-oaymwEoCIAFEOAD8quKqQMcGADwAQH4AbYIgAKAD4oCDAgAEAEYciBfKDcwDw==&rs=AOn4CLCcb-0uverTsaPzYQCxYUTLuBV3ww,#shorts #twitch #mariló #marbellavice #gta #roleplay #marbella,60,5283,254,,5,UCmcNIaepAePvBHWoWvIVBuA,Micra,5130,Micra,@Micralov,public,not_live,False,False,0,,video,es,0.9773,FALSE,0,,5/12/2024,Gaming,[],null,"[""es-orig""]",[],,,,
KukbQ-HSUI0,#Freefire No creerás lo que me pasó MALDITO TRUCO!!,#Freefire No creerás lo que me pasó MALDITO TRUCO!!,https://i.ytimg.com/vi_webp/KukbQ-HSUI0/maxresdefault.webp,"Suscríbanse no te cuesta nada, saludos habrá más contenido
Música de fondo: 5050 Papichulo Flow malandro
https://youtu.be/NNf69Spk7qg",490,130,18,,1,UCT78iZ_dOMWnCz-mW5fOYKw,Bs ubaldo,641,Bs ubaldo,@bsubaldo4598,public,not_live,False,False,0,,video,es,0.9929,FALSE,0,,8/3/2019,People & Blogs,[],null,"[""es-orig""]",[],,,,
atFRZ-yPoWc,Analisis matematico: Teoria 20/04/2020 (1),Analisis matematico: Teoria 20/04/2020 (1),https://i.ytimg.com/vi/atFRZ-yPoWc/sddefault.jpg,"Integrales de funciones complejas. 
2020 04 20 16 50 33",1752,83,1,,,UC2CycJPowjX0o7fBOU9_aBw,Fede Guerrero,17,Fede Guerrero,@fedex_guerrero,public,not_live,False,False,0,,video,es,0.9991,FALSE,0,,4/20/2020,Education,[],null,"[""es-orig""]",[],,,,
YPRDA-28fM0,26 de abril de 2022,26 de abril de 2022,https://i.ytimg.com/vi/YPRDA-28fM0/sddefault.jpg?sqp=-oaymwEmCIAFEOAD8quKqQMa8AEB-AHYAoAC4AOKAgwIABABGHIgRCg0MA8=&rs=AOn4CLB1aYgzbfJkHH8_7gdLfm9S0P2mRA,,379,3,0,,,UCUcqRU_lp-XUIt9sEXZEuYg,Ricardo Girela Tomsig,,Ricardo Girela Tomsig,@ricardogirelatomsig855,public,not_live,False,False,0,,video,es,0.9995,FALSE,0,,4/26/2022,People & Blogs,[],null,"[""es-orig""]",[],,,,
Expbl-tuXZs,"Pasarla chido , el cock","Pasarla chido , el cock",https://i.ytimg.com/vi_webp/Expbl-tuXZs/maxresdefault.webp,"Provided to YouTube by Amuseio AB

Pasarla chido , el cock · Lira rec 625

Pasarla chido , el cock

℗ Lira rec 625

Released on: 2022-06-20

Composer: Cristhian Madero Romero

Auto-generated by YouTube.",189,24,1,,,UCO72xlEn63pxXB5B0n6fI7Q,Lira rec 625 - Topic,46,Lira rec 625 - Topic,,public,not_live,False,False,0,,video,es,0.9869,TRUE,0,,6/19/2022,Music,"[""Lira rec 625 Pasarla chido"", ""el cock""]",null,[],[],,"Pasarla chido , el cock",Lira rec 625,"Pasarla chido , el cock"
XpFTq-W4ZHI,MÍNIMAS VIRTUAL (27/06/20) | FUNCIÓN COMPLETA,MÍNIMAS VIRTUAL (27/06/20) | FUNCIÓN COMPLETA,https://i.ytimg.com/vi_webp/XpFTq-W4ZHI/maxresdefault.webp,"Idea y Dirección: Sergio Paris
Dirección de Fotografía: Marisol Correa
En escena: Gonzalo Rodolico (ARG), Raúl Castagneto (PER), Cheryl Sue (MEX), Mariana Palau (ARG), Carol Hernandez (PER), Marisol Correa (COL)
Asistencia de Dirección: Rodolfo Pesantes
Asistencia de Producción: Cristina Renteros

Producción General: Fin de Impro
Instagram: https://www.instagram.com/findeimpro/

(Esta función de Mínimas Virtual se presentó en vivo el 27 de junio de 2020 a través de Zoom)",3160,24,0,,,UCFm56_-eAeG7c_sZiTgro2A,Finde Impro,123,Finde Impro,@findeimpro5676,public,not_live,False,False,0,,video,es,0.989,FALSE,0,,1/31/2021,People & Blogs,[],null,"[""es-orig""]",[],,,,
KfENa-jDgFo,"Toretto; No necesitas Agua, cuando Tienes Familia!","Toretto; No necesitas Agua, cuando Tienes Familia!",https://i.ytimg.com/vi_webp/KfENa-jDgFo/maxresdefault.webp,"Usando Fakev y una parte del audio de voz imitado, ediciones simples.
Disfrutenlo :D

No se ofendan raza, yo tambien soy y vivo en el Norte!
Agua craks!",24,211,6,,1,UCizNaU3Rdbp03u26z73RiyA,Angel Steel,5470,Angel Steel,@Angel01Steel,public,not_live,False,False,0,,video,es,0.8807,FALSE,0,,6/19/2022,Entertainment,"[""#Memes"", ""#Toretto"", ""#Edits"", ""#Humor"", ""#Monterrey""]",null,"[""es-orig""]",[],,,,
